target,uri,target_context,roberta_score
cooked,http://cavegirlcuisine.com/2012/08/23/teriyaki-thighs/,"tsp of the marinade over each thigh. Cook for 15 minutes. Flip chicken and continue cooking until desired doneness. I cooked mine for an additional 15 minutes.
Plate chicken and sprinkle with toasted sesame seeds.",-1.0000
basic,http://www.hindawi.com/journals/tswj/2014/459064/,"names (Figure 1(a)). A completed example could be found in the project home pages as shown above. In addition, some basic user info is required to fill the online form before running data. When input data is ready, users simply browse",-1.0000
unc,http://www.american.edu/spa/faculty/jbennett.cfm,"readiness and coaching styles. He co-teaches the Use of Self course.
PhD Human & Organization Systems, Fielding Graduate University
MPA UNC Greensboro
BS Mars Hill College
- Contact Info
- For the Media
To request an interview for a
news story,",-1.0000
fire,http://reinbeckcourier.com/page/content.detail/id/503765/Motor-vehicle-accident.html?nav=5044,"creek.
The accident was investigated by the Grundy County Sheriff's Office and the accident remains under investigation. Assisting were Dike Fire Dept. and Ambulance and Stout Fire Dept.",-1.0000
fire,http://reinbeckcourier.com/page/content.detail/id/503765/Motor-vehicle-accident.html?nav=5044,the Grundy County Sheriff's Office and the accident remains under investigation. Assisting were Dike Fire Dept. and Ambulance and Stout Fire Dept.,-1.0000
basic,http://webapps.icma.org/pm/9209/public/cover.cfm?title=Economic%20Gardening%20-%20Is%20It%20Right%20for%20Your%20Community%3F,"impact. In fact, the more they are shared, the greater the potential for economic growth.
As we explored these two basic concepts, we started to develop the framework of a new economic development strategy for Littleton. Because Littleton has roots as",-1.0000
cooked,http://www.ithaca.edu/music/admission/blogs/asia_audition_tour_2011/the_great_wall/,"You order different kinds of meats and vegetables, drop them in the broth, and then eat them when they are cooked. It was a fantastic meal, and a wonderful way to end the trip.
After dinner, I had to pack and",-1.0000
basic,http://www.aavd.org/History.aspx,"Association of Comparative Dermatology, Board of Comparative Dermatology or Society for Comparative Dermatology to better reflect an organization that included basic scientists, biologists, human dermatologists and veterinarians. The Academy also wanted to establish a relationship with colleagues in the American Academy",-1.0000
karen,http://www.aavd.org/History.aspx,"Derm Dialogue, was adopted in 1978. Dr. Patrick Breen served as the first Derm Dialogue editor and Drs. Wayne Rosenkrantz, Karen Moriello, Phil Roudebush, Ann Mattise, Jeanne Budgin and Norma White-Weithers have contributed as the newsletter editors over the past 35",-1.0000
karen,http://dentistry.usc.edu/alumni/planned-giving/,"life estates;
- Gifts through wills and living trusts;
- Successor beneficiary designation for retirement plans;
- And more.
Contact Karen Williamson in the Office of Development at (213) 740-0428 or email her at email@example.com with questions or more information on",-1.0000
basic,http://www.embedded.com/design/prototyping-and-development/4404782/Expanding-resources-streamline-the-creation-of--Machines-that-See-,"next-generation embedded and consumer devices. Course material in the Embedded Vision Academy spans a wide range of vision-related subjects, from basic vision algorithms to image pre-processing, image sensor interfaces, and software development techniques and tools such as OpenCV.
Academy courses incorporate",-1.0000
basic,http://www.amazon.com/Pantech-Pocket-Black-AT-T/dp/B0068PXO9A,"more than enough processing power for most people, especially first time smartphone users.
For anyone that would prefer a durable basic Android smartphone, and likes to read books or the internet, the Pantech Pocket is good choice.
The shape of the",-1.0000
cooked,http://locallvfood.blogspot.com/2010/02/japanese-curry-recipe.html,"half a pound of pork into small chunks. I threw that all into a Dutch oven on the stove and cooked it on medium. If you don't have a dutch oven you can certainly use a large pot, but I highly",-1.0000
cooked,http://locallvfood.blogspot.com/2010/02/japanese-curry-recipe.html,"and it makes you feel like Julia Child.
I stirred pretty regularly and I didn't think that everything would get cooked. About 14 minutes later, all the pork was cooked through and the onions were translucent. I added 3 1/2 cups",-1.0000
cooked,http://locallvfood.blogspot.com/2010/02/japanese-curry-recipe.html,"stirred pretty regularly and I didn't think that everything would get cooked. About 14 minutes later, all the pork was cooked through and the onions were translucent. I added 3 1/2 cups of water and brought to a boil. Then you",-1.0000
basic,http://wiki.apache.org/couchdb/Windows_Binary_Packages,"malware present. Microsoft provides the free Security Essentials.
Start CouchDB via the provided couchdb.bat script.
Use Futon to run the basic user verification tests. There is no need to run the full dev test suite, as these are being removed in",-1.0000
sick,http://www.uc.edu/news/public_PrintableRelease.asp?information=4574,"her. The museum director even jumped to her rescue one day by taking Ana to the doctor when she got sick. Chris Dayton, a doctoral student in archaeology from Boston University, even offered to take her to the sites she needed",-1.0000
karen,https://en.wikipedia.org/wiki/Jennifer_Lawrence,"comedy-dramas American Hustle (2013) and Joy (2015).
Lawrence was born and raised in Louisville, Kentucky. She is the daughter of Karen (née Koch; b. 1956), a children's camp manager, and Gary Lawrence, a construction worker. She has two older brothers, Ben",-1.0000
fire,https://en.wikipedia.org/wiki/Jennifer_Lawrence,"the World Food Programme, Feeding America, and The Thirst Project. She organized an early screening of The Hunger Games: Catching Fire to benefit Saint Mary's Center, a special disabilities organization located in her hometown of Louisville, Kentucky, and raised more than",-1.0000
basic,https://en.wikipedia.org/wiki/Jennifer_Lawrence,"Though she was ""raised a Republican,"" Lawrence also said, ""I just can't imagine supporting a party that doesn't support women's basic rights."" Lawrence also identifies as pro-choice and is a supporter of Planned Parenthood.
Lawrence won an Academy Award for Best",-1.0000
fire,https://www.splcenter.org/fighting-hate/intelligence-report/2007/police-investigate-activities-san-diego-minutemen?page=0%2C1,"prostitution, drug dealing, other crimes, families and babies living in unsafe and unsanitary conditions, massive alcohol consumption, and the extreme fire danger posed by illegal camp fires. And the recently discovered open practice of Santeria in the canyon, the demonic voodoo",-1.0000
fire,http://www.cbsnews.com/news/recordings-capture-final-desperate-moments-of-arizona-firefighters/,"Newly released video and audio provides a fuller picture of the fight against a catastrophic wild fire in Arizona last summer. Nineteen hotshot firefighters were killed, and several families have filed multi-million dollar lawsuits.
Video from a",-1.0000
fire,http://www.cbsnews.com/news/recordings-capture-final-desperate-moments-of-arizona-firefighters/,"firefighters were killed, and several families have filed multi-million dollar lawsuits.
Video from a firefigher's helmet cam shows the Yarnell fire bearing down and captures the desperate radio calls from the Granite Mountain Hotshots as a 100-foot wall of flames closed",-1.0000
fire,http://www.cbsnews.com/news/recordings-capture-final-desperate-moments-of-arizona-firefighters/,"and I believe that he knew they were all going to die,"" Ashcraft said.
Moments before the hotshots deployed their fire shelters, they called for water-dropping aircraft: ""Air Attack, Granite Mountain 7!""But fire commanders did not even know where the hotshots",-1.0000
cooked,http://library.ndsu.edu/grhc/articles/newspapers/news/looking.html,"hour. When meat is tender, remove meat from broth and strain broth. Return broth to kettle with the meat and cooked vegetables and simmer for 1 ½ hours. Add rice, then potatoes 10 minutes later; cook until done. Add sour cream,",-1.0000
basic,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section23H/Print,"for licensure as an occupational therapy assistant. Such examination shall be written and shall test the applicant's knowledge of the basic and clinical sciences related to the occupational therapy theory and practice, and such other subjects as the board may deem",-1.0000
cooked,http://kitchen-parade-veggieventure.blogspot.com/2013/05/mark-bittmans-salted-chopped-salad-recipe.html,"Michael Pollan's new book Cooked: A Natural History of Transformation is on my read-soon wishlist. It rethinks our adventures in the kitchen, following four elemental",-1.0000
